produto,Unnamed: 1,prediction
agriao hidroponico u,,"(('__label__verduras,alface', '__label__conveniências,cola', '__label__verduras,couve', '__label__verduras,salada', '__label__churrasco,carvão'), array([0.01514199, 0.00459327, 0.00388375, 0.00326681, 0.00310472]))"
banana pct 250grs ma,,"(('__label__doces', '__label__biscoitos', '__label__chocolates,bombom', '__label__suplementos', '__label__conservas,""palmito'), array([0.00291216, 0.00284002, 0.00263304, 0.00252254, 0.00206997]))"
peitoral fat boy 2 m,,"(('__label__cães,guia', '__label__cães,peitoral', '__label__cães,coleira', '__label__cães,osso', '__label__cães,cama'), array([0.2481533 , 0.14993073, 0.11972799, 0.049999  , 0.04659029]))"
full body happ au mi,,"(('__label__rosto,pó', '__label__cabelo,pente', '__label__proteção', '__label__rosto,máscara', '__label__rosto,base'), array([0.00673421, 0.00603104, 0.00483175, 0.00353057, 0.00347505]))"
torrada ouropretana heleninha 300g,,"(('__label__conservas,palmito', '__label__legumes,tomate', '__label__legumes,cenoura', '__label__legumes,vagem', '__label__corpo,cera'), array([0.02659401, 0.0174314 , 0.01237875, 0.01220106, 0.00896885]))"
novamox 2x 400/57mg susp 70ml */a,,"(('__label__cozinha,porta', '__label__farmácia', '__label__conveniências,fita', '__label__conveniências,cola', '__label__cozinha,taca'), array([0.00281571, 0.00262829, 0.00192214, 0.00156523, 0.00155503]))"
far linhaca viver bem marron 200g,,"(('__label__grãos,semente', '__label__doces', '__label__grãos,gergelim', '__label__chocolates,chocolate', '__label__grãos,linhaça'), array([0.07849404, 0.01748871, 0.01680897, 0.01468065, 0.01434964]))"
"jarra nova era romana 2,5l",,"(('__label__papelaria,papel', '__label__conveniências,vela', '__label__conveniências,velas', '__label__conveniências,cola', '__label__jardinagem,vaso'), array([0.00683729, 0.0055566 , 0.00504263, 0.00338902, 0.00303196]))"
g prednisona 05mg c/20 cp germed,,"(('__label__chocolates,chocolate', '__label__higiene,fralda', '__label__bebê,fralda', '__label__chocolates,bombom', '__label__ovos,ovo'), array([0.02751482, 0.0180203 , 0.01559912, 0.01264753, 0.01213756]))"
lanzopept 30mg c/14 caps,,"(('__label__suplementos', '__label__farmácia', '__label__churrasco,carvão', '__label__vitaminas,vitamina', '__label__legumes,tomate'), array([0.03491366, 0.01048312, 0.0043152 , 0.00413882, 0.0039632 ]))"
unhas posticas macrilan up303a media cacau 24un,,"(('__label__corpo,lixa', '__label__rosto,pincel', '__label__corpo,kit', '__label__corpo,creme', '__label__rosto,máscara'), array([0.01008285, 0.00828733, 0.00492447, 0.0043667 , 0.00413241]))"
varal tanabi 10 metros,,"(('__label__utensílios', '__label__farmácia', '__label__conveniências,fita', '__label__papelaria,papel', '__label__papelaria,estojo'), array([9.96924400e-01, 4.44228266e-04, 3.77346150e-04, 1.36674527e-04,
       6.73861505e-05]))"
g enan de noret+ val estr 1ml pre euro,,"(('__label__farmácia', '__label__pães,pão', '__label__doces', '__label__jardinagem,semente', '__label__produtos'), array([0.01229612, 0.01152082, 0.00912697, 0.00800185, 0.00695918]))"
"moringa polida marlux 2,5 lts",,"(('__label__cozinha,frigideira', '__label__cozinha,panela', '__label__cozinha,caçarola', '__label__cozinha,cacarola', '__label__cozinha,assadeira'), array([0.11693916, 0.07152362, 0.05927198, 0.05594843, 0.04087936]))"
blue zinco max c/30 caps p.e bergamim,,"(('__label__suplementos', '__label__farmácia', '__label__vitaminas,vitamina', '__label__higiene,papel', '__label__chocolates,bombom'), array([0.23392715, 0.0354084 , 0.01572741, 0.00451062, 0.00376462]))"
canecao extra luxo marlux nº 14,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,cacarola', '__label__cozinha,canecão', '__label__cozinha,panela'), array([0.19537075, 0.16116349, 0.08990591, 0.04503581, 0.04424888]))"
canecao especial polida n12,,"(('__label__cozinha,cacarola', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,forma', '__label__cozinha,frigideira'), array([0.04103331, 0.03445212, 0.03320689, 0.03269958, 0.02837286]))"
canecao extra cabo madeira n 12,,"(('__label__cozinha,faca', '__label__papelaria,tesoura', '__label__cozinha,caçarola', '__label__cozinha,frigideira', '__label__cozinha,canecão'), array([0.11227845, 0.06405328, 0.05950423, 0.05837677, 0.04309146]))"
canecao extra cabo madeira n 16,,"(('__label__cozinha,caçarola', '__label__cozinha,frigideira', '__label__cozinha,faca', '__label__cozinha,cacarola', '__label__cozinha,canecão'), array([0.14842245, 0.12124055, 0.07438111, 0.07200638, 0.0656056 ]))"
cacarola conica lixada c/ alca n 18,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,cacarola', '__label__cozinha,assadeira'), array([0.05677983, 0.04404943, 0.03721467, 0.02673493, 0.02210771]))"
cacarola conica lixada c/ alca n 20,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,cacarola', '__label__cozinha,assadeira'), array([0.05589938, 0.0463496 , 0.03795187, 0.02097699, 0.01894434]))"
cacarola conica lixada c/ alca n 22,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,panela', '__label__cozinha,cacarola', '__label__cozinha,assadeira'), array([0.10675041, 0.08713404, 0.06544989, 0.03997384, 0.034036  ]))"
cacarola especial c alca marlux n20,,"(('__label__cozinha,forma', '__label__cozinha,caçarola', '__label__cozinha,cacarola', '__label__cozinha,frigideira', '__label__cozinha,panela'), array([0.11621951, 0.08173493, 0.07935018, 0.07584123, 0.06656829]))"
assadeira redonda alta n22,,"(('__label__cozinha,assadeira', '__label__cozinha,forma', '__label__cozinha,frigideira', '__label__cozinha,cacarola', '__label__cozinha,panela'), array([0.78704017, 0.14573194, 0.02328061, 0.00850494, 0.00772431]))"
cacarola marlux c alca n22,,"(('__label__cozinha,frigideira', '__label__cozinha,panela', '__label__cozinha,caçarola', '__label__cozinha,cacarola', '__label__cozinha,assadeira'), array([0.16764443, 0.09309398, 0.08395285, 0.07990932, 0.03211937]))"
fervedor trad marlux n16,,"(('__label__cozinha,frigideira', '__label__cozinha,cacarola', '__label__cozinha,panela', '__label__cozinha,assadeira', '__label__cozinha,caçarola'), array([0.0940299 , 0.04852284, 0.04732041, 0.03833893, 0.03830173]))"
frigideira anti aderente marlux 20,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,assadeira', '__label__cozinha,cacarola', '__label__cozinha,panela'), array([0.03729849, 0.02748779, 0.02640961, 0.02431676, 0.02294529]))"
frigideira anti aderente marlux 24,,"(('__label__cozinha,frigideira', '__label__cozinha,caçarola', '__label__cozinha,assadeira', '__label__cozinha,cacarola', '__label__cozinha,panela'), array([0.07602861, 0.04925385, 0.04420247, 0.0441479 , 0.04377133]))"
fervedor trad marlux n14,,"(('__label__cozinha,frigideira', '__label__cozinha,cacarola', '__label__cozinha,panela', '__label__cozinha,assadeira', '__label__cozinha,caçarola'), array([0.05476055, 0.03017322, 0.02704512, 0.02433563, 0.02084445]))"
g cl ambroxol 6mg ad 120ml geolab,,"(('__label__farmácia', '__label__corpo,sabonete', '__label__corpo,cera', '__label__corpo,gel', '__label__chás,chá'), array([0.00222707, 0.00220087, 0.0019019 , 0.00173792, 0.00162007]))"
g br ipratropio 20ml germed,,"(('__label__farmácia', '__label__chás,chá', '__label__chás,cha', '__label__jardinagem,semente', '__label__chocolates,chocolate'), array([0.0687428 , 0.04137687, 0.01935995, 0.0110465 , 0.00749605]))"
inalador uppy soniclear,,"(('__label__farmácia', '__label__utensílios', '__label__suplementos', '__label__conveniências,fita', '__label__vitaminas,vitamina'), array([0.25198779, 0.01360109, 0.0067922 , 0.00494106, 0.00448605]))"
pente fino piolho com cabo,,"(('__label__cabelo,pente', '__label__cabelo,escova', '__label__cozinha,faca', '__label__higiene', '__label__cabelo,kit'), array([0.94817156, 0.02034927, 0.00281991, 0.00247655, 0.0020213 ]))"
teste coronavirus(covid-19),,"(('__label__conveniências,cola', '__label__conveniências,fita', '__label__produtos', '__label__churrasco,carvão', '__label__cozinha,porta'), array([0.02325414, 0.01653932, 0.0140903 , 0.0134651 , 0.01242012]))"
masc avenca colageno antissinais 10g,,"(('__label__chás,chá', '__label__chás,cha', '__label__conveniências,cola', '__label__jardinagem,semente', '__label__suplementos'), array([0.01287962, 0.00914954, 0.00579914, 0.00513901, 0.00486768]))"
g finasterida 5mg c/30 cp germed,,"(('__label__chocolates,chocolate', '__label__farmácia', '__label__doces', '__label__chocolates,bombom', '__label__higiene,fralda'), array([0.02814601, 0.02094414, 0.01567909, 0.01474482, 0.01362384]))"
g finasterida 1mg c/30 germed,,"(('__label__chocolates,chocolate', '__label__farmácia', '__label__bebê,fralda', '__label__higiene,fralda', '__label__chocolates,bombom'), array([0.05476454, 0.03011486, 0.02433108, 0.0235406 , 0.02190525]))"
sal grosso c/ervas chef clay 500g,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cafés,café', '__label__cabelo,máscara', '__label__cafés,cafe'), array([0.91911948, 0.01277908, 0.00691405, 0.00278436, 0.00213197]))"
sh.gota dourada biotina homem 430ml,,"(('__label__cozinha,caneca', '__label__cabelo,kit', '__label__cabelo,shampoo', '__label__cabelo,condicionador', '__label__cozinha,copo'), array([0.01154414, 0.00933278, 0.00768103, 0.00737269, 0.00566653]))"
vela estrela rosa naº 5 kele c/1,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__bebê,chupeta', '__label__cozinha,prato', '__label__papelaria,caneta'), array([0.93516451, 0.01466706, 0.00459939, 0.0020209 , 0.00201604]))"
cesta bambu redonda 40cm,,"(('__label__cozinha,assadeira', '__label__cozinha,forma', '__label__cozinha,espatula', '__label__cozinha,kit', '__label__cozinha,colher'), array([0.08925257, 0.05049101, 0.02621815, 0.02217691, 0.01886497]))"
papel higienico f.dupla ta bem neutro lv12 pg 11un,,"(('__label__higiene,papel', '__label__bebê,fralda', '__label__cabelo,kit', '__label__cozinha,copo', '__label__papelaria,papel'), array([0.05633768, 0.01145853, 0.00973153, 0.008646  , 0.00689435]))"
faca cozinha western blanc 7´´,,"(('__label__cozinha,faca', '__label__papelaria,tesoura', '__label__cozinha,faqueiro', '__label__cozinha,peneira', '__label__cozinha,porta'), array([0.08806395, 0.01556975, 0.01137852, 0.01034754, 0.00979629]))"
tabua oval c/ canaleta madlar,,"(('__label__cabelo,escova', '__label__cozinha,assadeira', '__label__utensílios', '__label__cabelo,pente', '__label__cozinha,travessa'), array([0.02188753, 0.02070657, 0.0162347 , 0.01072973, 0.00811312]))"
taca versalhes imperial pe baixo 28x21c,,"(('__label__utensílios', '__label__cabelo,kit', '__label__cozinha,taça', '__label__cozinha,kit', '__label__cozinha,porta'), array([0.06822155, 0.01059641, 0.00860348, 0.00767304, 0.00764067]))"
dalinho morango 50g,,"(('__label__chás,chá', '__label__chocolates,chocolate', '__label__ingredientes', '__label__suplementos', '__label__chás,cha'), array([0.32310078, 0.25519639, 0.10216729, 0.06446745, 0.05604184]))"
lava louca em po qualita 1kg,,"(('__label__leites', '__label__roupas,sabão', '__label__frutas', '__label__casa', '__label__sucos,refresco'), array([0.10287472, 0.08984433, 0.07541957, 0.06488807, 0.04310144]))"
catanhas caju qualita 200g,,"(('__label__chocolates,chocolate', '__label__sucos,polpa', '__label__laticínios,manteiga', '__label__legumes,cogumelo', '__label__grãos,quinoa'), array([0.2979984 , 0.23138815, 0.0696115 , 0.05440005, 0.01865092]))"
vela big n 8,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__cozinha,faca', '__label__papelaria,caneta', '__label__cães,coleira'), array([9.80584085e-01, 1.59321185e-02, 3.74472671e-04, 2.44922092e-04,
       2.36473323e-04]))"
vela big n 6,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__cozinha,forma', '__label__bebê,chupeta', '__label__cozinha,faca'), array([9.66598332e-01, 2.09956802e-02, 2.17645918e-03, 1.03902060e-03,
       8.18681670e-04]))"
vela big n 9,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__cozinha,forma', '__label__bebê,chupeta', '__label__cozinha,assadeira'), array([9.80168164e-01, 1.38127115e-02, 1.28973764e-03, 6.38931757e-04,
       3.35170334e-04]))"
chipa maricota 1kg,,"(('__label__arroz,arroz', '__label__feijão,feijão', '__label__peixes,peixe', '__label__vegetais', '__label__grãos,milho'), array([0.05864162, 0.03446601, 0.02237323, 0.01512916, 0.013083  ]))"
coleira couro forrada pet mania 24cm 13mm,,"(('__label__cães,coleira', '__label__cães,guia', '__label__cães,peitoral', '__label__cães,cama', '__label__cães,osso'), array([0.80516267, 0.05056543, 0.04159065, 0.01051729, 0.00625107]))"
zirvit kids 100ml susp,,"(('__label__corpo,deo', '__label__corpo,óleo', '__label__corpo,repelente', '__label__papelaria,tinta', '__label__corpo,loção'), array([0.02932296, 0.02521347, 0.02442274, 0.02287314, 0.01409667]))"
pyloripac 56s medley,,"(('__label__conveniências,cola', '__label__cozinha,porta', '__label__churrasco,carvão', '__label__conveniências,fita', '__label__produtos'), array([0.01816399, 0.01747112, 0.01588241, 0.01570281, 0.01293883]))"
seringa inj 5ml ag30x7 un,,"(('__label__utensílios', '__label__farmácia', '__label__cozinha,porta', '__label__conveniências,fita', '__label__cozinha,caneca'), array([0.16307373, 0.03446407, 0.00846342, 0.00777095, 0.00432059]))"
caf cmin con origens,,"(('__label__conveniências,cola', '__label__cafés,café', '__label__produtos', '__label__legumes,tomate', '__label__chocolates,bombom'), array([0.00629276, 0.00615525, 0.00471625, 0.00426419, 0.00374091]))"
caf cdia con origens,,"(('__label__cafés,café', '__label__conveniências,cola', '__label__produtos', '__label__legumes,tomate', '__label__chocolates,bombom'), array([0.00452857, 0.0035599 , 0.00281628, 0.00267377, 0.00240184]))"
caf mog conf origens,,"(('__label__cafés,café', '__label__conveniências,cola', '__label__produtos', '__label__chocolates,bombom', '__label__chocolates,chocolate'), array([0.0071027 , 0.00443708, 0.00294328, 0.00291034, 0.00285594]))"
camisola l list v505,,"(('__label__roupas,amaciante', '__label__destilados,cachaça', '__label__destilados,whisky', '__label__destilados,vodka', '__label__chocolates,chocolate'), array([0.05282416, 0.05133704, 0.04615567, 0.02955442, 0.02683221]))"
pij ml list v504 mar,,"(('__label__cozinha,caneca', '__label__refrigerantes,refrigerante', '__label__cozinha,garrafa', '__label__corpo,deo', '__label__destilados,licor'), array([0.06076998, 0.04748518, 0.04320945, 0.0431987 , 0.03750523]))"
kit arte seducao 3 palito duas pontas + 3 mini lixa parda,,"(('__label__cabelo,kit', '__label__cabelo,escova', '__label__cozinha,conjunto', '__label__cabelo,pente', '__label__cabelo,reparador'), array([0.06957483, 0.04399133, 0.02600678, 0.02209729, 0.01799962]))"
veda porta tanabi 80cm,,"(('__label__utensílios', '__label__conveniências,fita', '__label__farmácia', '__label__papelaria,estojo', '__label__cozinha,porta'), array([0.09477945, 0.01910342, 0.01110399, 0.00735888, 0.00682227]))"
palmito anga pr picadao 1.800g padaria,,"(('__label__legumes,tomate', '__label__vinhos,""vinho', '__label__jardinagem,semente', '__label__churrasco,carvão', '__label__produtos'), array([0.00118121, 0.00117874, 0.00114195, 0.00113245, 0.00111356]))"
colonia meu amorzinho 120ml rosa,,"(('__label__corpo,deo', '__label__corpo,desodorante', '__label__destilados,licor', '__label__corpo,repelente', '__label__corpo,perfume'), array([0.02277944, 0.01117929, 0.0087158 , 0.00843282, 0.00834167]))"
luva carvalho confortex reforcada verde,,"(('__label__utensílios', '__label__jardinagem,vaso', '__label__papelaria,papel', '__label__conservas,azeitona', '__label__conveniências,fita'), array([0.08185515, 0.07243722, 0.02325347, 0.0190651 , 0.01874693]))"
acessorios de celular 29.90,,"(('__label__utensílios', '__label__cozinha,abridor', '__label__jardinagem,semente', '__label__rosto,paleta', '__label__jardinagem,sementes'), array([0.05588013, 0.02915896, 0.01803553, 0.01515702, 0.01413605]))"
copo americano un,,"(('__label__cozinha,porta', '__label__cozinha,conjunto', '__label__cozinha,kit', '__label__conveniências,vela', '__label__cozinha,jogo'), array([0.10803963, 0.07387926, 0.06136562, 0.04778224, 0.04667225]))"
churrasqueira ferro redonda c/grelha,,"(('__label__cozinha,assadeira', '__label__cozinha,forma', '__label__cozinha,cacarola', '__label__cabelo,escova', '__label__cozinha,espatula'), array([0.04261507, 0.02508836, 0.00713614, 0.00706095, 0.00575499]))"
vitamina c suplemento alimentar vila ervas 30 caps*,,"(('__label__suplementos', '__label__vitaminas,vitamina', '__label__chás,chá', '__label__chás,cha', '__label__farmácia'), array([0.18009779, 0.05377899, 0.01451974, 0.00778343, 0.00486951]))"
oleo essencial composto 15ml equilibrium,,"(('__label__corpo,óleo', '__label__cabelo,óleo', '__label__cabelo,ampola', '__label__corpo,oleo', '__label__cabelo,oleo'), array([0.00853852, 0.00567098, 0.00487801, 0.00429602, 0.00420427]))"
cebola fatiada green,,"(('__label__conservas,azeitona', '__label__conservas,pimenta', '__label__verduras,salada', '__label__chás,chá', '__label__verduras,repolho'), array([0.15920471, 0.05506288, 0.02388512, 0.02134196, 0.01984007]))"
molho pimenta sabor para tucupi 250ml,,"(('__label__cabelo,creme', '__label__gatos,ração', '__label__corpo,creme', '__label__alimento', '__label__corpo,óleo'), array([0.04630977, 0.03848471, 0.02369019, 0.01715697, 0.01322028]))"
sorvete artesanal sr.paleto tapioc 150ml,,"(('__label__cozinha,copo', '__label__corpo,desodorante', '__label__cervejas,cerveja', '__label__ingredientes', '__label__bebê,mamadeira'), array([0.0243385 , 0.01658321, 0.01367396, 0.00942522, 0.00812796]))"
choc am 137 139,,"(('__label__chocolates,bombom', '__label__chocolates,chocolate', '__label__chocolates,ovo', '__label__doces', '__label__farmácia'), array([0.02403267, 0.01221737, 0.0117242 , 0.01109885, 0.00911865]))"
choc am class 139 13,,"(('__label__chocolates,bombom', '__label__cozinha,porta', '__label__farmácia', '__label__chocolates,ovo', '__label__doces'), array([0.00615244, 0.00453308, 0.0042963 , 0.00370862, 0.00364697]))"
choc bo 137 137,,"(('__label__chocolates,bombom', '__label__vinhos,""vinho', '__label__chocolates,chocolate', '__label__doces', '__label__chocolates,ovo'), array([0.03004449, 0.01018818, 0.01002447, 0.00939472, 0.0072564 ]))"
choc cher 104g 104,,"(('__label__chocolates,bombom', '__label__chocolates,chocolate', '__label__doces', '__label__chocolates,ovo', '__label__vinhos,""vinho'), array([0.00981076, 0.00820371, 0.00579311, 0.00403729, 0.00322439]))"
choc t 139 139 00,,"(('__label__utensílios', '__label__farmácia', '__label__chocolates,bombom', '__label__doces', '__label__chocolates,ovo'), array([0.0504391 , 0.00591535, 0.00581878, 0.00536436, 0.00417474]))"
rabanete 300g 300g,,"(('__label__conservas,palmito', '__label__corpo,cera', '__label__legumes,tomate', '__label__legumes,vagem', '__label__legumes,cenoura'), array([0.4364056 , 0.0747455 , 0.05449174, 0.042386  , 0.03777716]))"
mix celebration gw 2,,"(('__label__cabelo,kit', '__label__bebê,kit', '__label__conveniências,cola', '__label__cães,osso', '__label__bebê,chupeta'), array([0.01236769, 0.00750805, 0.00718308, 0.00689951, 0.0058236 ]))"
bola jaragua un lunar,,"(('__label__pet', '__label__verduras,alface', '__label__cães,osso', '__label__cães,coleira', '__label__cães,guia'), array([0.04078204, 0.02160908, 0.0160287 , 0.01179945, 0.01007549]))"
bacia plasmarc cod.166,,"(('__label__utensílios', '__label__conveniências,fita', '__label__cozinha,porta', '__label__farmácia', '__label__conveniências,cola'), array([0.01233476, 0.00568585, 0.00374982, 0.00293794, 0.00277757]))"
garrafa plast.ice 750ml 34197,,"(('__label__vinhos,vinho', '__label__vinhos,vita', '__label__destilados,cachaça', '__label__vinhos,vho', '__label__vinhos,espumante'), array([0.77072239, 0.0639504 , 0.04207496, 0.03074388, 0.02091241]))"
conj.talher simonag.inf.c/2 incrive,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__conveniências,fita', '__label__jardinagem,semente'), array([0.14192921, 0.07437909, 0.05834363, 0.04839113, 0.03724193]))"
semente de chia cha cha 100g,,"(('__label__grãos,semente', '__label__sucos,polpa', '__label__chás,chá', '__label__jardinagem,semente', '__label__grãos,pipoca'), array([0.36406431, 0.07308029, 0.02031632, 0.01398086, 0.01190822]))"
cha cha 30g cavalinha,,"(('__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__chás', '__label__temperos'), array([0.66824782, 0.23507126, 0.00232923, 0.0015119 , 0.00136314]))"
cha cha 30g pata de vaca,,"(('__label__chás,chá', '__label__chás,cha', '__label__temperos', '__label__grãos,semente', '__label__molhos'), array([0.48754618, 0.13200158, 0.01009203, 0.00727509, 0.00520589]))"
d.nena 10g corante sortido,,"(('__label__ingredientes', '__label__chás,chá', '__label__chás,cha', '__label__conveniências,cola', '__label__jardinagem,semente'), array([0.09264079, 0.02500072, 0.02470314, 0.01871883, 0.01443971]))"
camisa lampiao western 500v,,"(('__label__utensílios', '__label__cozinha,colher', '__label__cozinha,tabua', '__label__churrasco,espeto', '__label__cozinha,porta'), array([0.0078604 , 0.00580536, 0.0056323 , 0.00562541, 0.00529787]))"
pote org.top line cod 681-8,,"(('__label__cozinha,kit', '__label__cozinha,conjunto', '__label__farmácia', '__label__cabelo,kit', '__label__cozinha,faca'), array([0.05120331, 0.02664753, 0.02575096, 0.02296841, 0.01783058]))"
resistencia corona luster 127v,,"(('__label__jardinagem,vaso', '__label__cabelo,pente', '__label__utensílios', '__label__papelaria,papel', '__label__cozinha,colher'), array([0.01156165, 0.00743676, 0.00557646, 0.00544606, 0.00528272]))"
girador n 1 c/5,,"(('__label__utensílios', '__label__conveniências,vela', '__label__cozinha,assadeira', '__label__papelaria,pincel', '__label__cozinha,caçarola'), array([0.07153664, 0.03866357, 0.0354494 , 0.02947987, 0.0260326 ]))"
iogurte yogo milk 900ml abacaxi,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,xarope', '__label__destilados,licor', '__label__sucos,refresco'), array([0.32251143, 0.04766514, 0.02714518, 0.02405982, 0.01933193]))"
balas simonetto 600g icyfresh cereja,,"(('__label__legumes,tomate', '__label__suplementos', '__label__vegetais', '__label__doces', '__label__chocolates,bombom'), array([0.08069234, 0.02680822, 0.01621835, 0.01300873, 0.01190697]))"
palmito luana 330g pupunha inteiro,,"(('__label__conservas,palmito', '__label__conservas,""palmito', '__label__legumes,tomate', '__label__queijos,queijo', '__label__biscoitos'), array([0.83848232, 0.05039218, 0.0120473 , 0.00426645, 0.00338671]))"
tortilha crocante dahora 200g,,"(('__label__chocolates,chocolate', '__label__legumes,cogumelo', '__label__biscoitos', '__label__doces', '__label__laticínios,manteiga'), array([0.04168173, 0.02451724, 0.02446728, 0.021039  , 0.01977674]))"
ratoeira alto giro pequena,,"(('__label__utensílios', '__label__cozinha,porta', '__label__cozinha,""pote', '__label__cozinha,pote', '__label__jardinagem,vaso'), array([0.11896936, 0.02544034, 0.01323702, 0.01203032, 0.0111405 ]))"
forma pao queijo 6un. alto giro,,"(('__label__pães,pão', '__label__cozinha,forma', '__label__utensílios', '__label__pães', '__label__pães,pao'), array([0.12001845, 0.08693608, 0.07536957, 0.04262424, 0.02076722]))"
engate flexivel alto giro luconi 40cm,,"(('__label__utensílios', '__label__conveniências,fita', '__label__cozinha,""pote', '__label__cozinha,porta', '__label__cozinha,pote'), array([0.11166112, 0.00415948, 0.00411604, 0.0031238 , 0.00288305]))"
touca p banho nero,,"(('__label__corpo,esponja', '__label__cabelo,pente', '__label__corpo,bucha', '__label__corpo,touca', '__label__cabelo,kit'), array([0.10764141, 0.04462259, 0.04197076, 0.02091678, 0.01807047]))"
vinagre toscano 250ml fruta maca organica,,"(('__label__sucos,polpa', '__label__refrigerantes,refrigerante', '__label__sucos,suco', '__label__sucos,kombucha', '__label__sucos,xarope'), array([0.03607903, 0.01965411, 0.01803284, 0.00658637, 0.00656969]))"
fertilizante vithal 1l plantas e flores,,"(('__label__isotônicos', '__label__detergentes', '__label__desodorizadores', '__label__achocolatados', '__label__cabelo,shampoo'), array([0.32061616, 0.14607085, 0.1144906 , 0.08450373, 0.02670413]))"
assadeira marcolar un retang n2,,"(('__label__cozinha,forma', '__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__conveniências,vela', '__label__bebê,chupeta'), array([0.09153327, 0.03596777, 0.02566611, 0.02348634, 0.02133248]))"
bandeja belmount mult c/tpa 10l,,"(('__label__utensílios', '__label__conveniências,fita', '__label__legumes,tomate', '__label__legumes,cebola', '__label__legumes,quiabo'), array([0.08593505, 0.00397368, 0.00251247, 0.00205329, 0.00201532]))"
bandeja belmount mult 5l,,"(('__label__utensílios', '__label__conservas,""palmito', '__label__cervejas,cerv', '__label__conservas,pepino', '__label__conservas,tomate'), array([0.10413866, 0.00695098, 0.00383879, 0.00382422, 0.00346676]))"
pao de queijo catupiry 300g calab c/catupiry,,"(('__label__pães', '__label__pães,pão', '__label__confeitaria,mistura', '__label__pães,pao', '__label__aperitivos'), array([0.16281331, 0.07966286, 0.03719353, 0.03575447, 0.01368189]))"
emb galv g 32 mb mini torta baixa ballerine,,"(('__label__cozinha,forma', '__label__doces', '__label__bebê,fralda', '__label__cozinha,assadeira', '__label__utensílios'), array([0.63384074, 0.01850147, 0.01149896, 0.01088656, 0.0092473 ]))"
prended.roupa lopata mad.c/24,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__conveniências,fita', '__label__jardinagem,semente'), array([0.14192921, 0.07437909, 0.05834363, 0.04839113, 0.03724193]))"
prended.roupa lopata plast.c/12,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__conveniências,fita', '__label__jardinagem,semente'), array([0.14192921, 0.07437909, 0.05834363, 0.04839113, 0.03724193]))"
revista dragon ball,,"(('__label__utensílios', '__label__farmácia', '__label__conveniências,fita', '__label__higiene,papel', '__label__chocolates,chocolate'), array([0.41870883, 0.01777454, 0.01433798, 0.00643238, 0.00438115]))"
trincha pratic 3/4,,"(('__label__cozinha,""pote', '__label__conveniências,fita', '__label__utensílios', '__label__cozinha,porta', '__label__papelaria,tesoura'), array([0.00828576, 0.00758704, 0.00680736, 0.00511795, 0.0048329 ]))"
trincha pratic 1,,"(('__label__cozinha,frigideira', '__label__cozinha,porta', '__label__cozinha,cacarola', '__label__cozinha,panela', '__label__cozinha,cuscuzeiro'), array([0.01706316, 0.01524527, 0.01373192, 0.0112447 , 0.00955006]))"
targeta/trinco pratic n 3,,"(('__label__cozinha,forma', '__label__cozinha,assadeira', '__label__conveniências,vela', '__label__cozinha,kit', '__label__cães,coleira'), array([0.16467071, 0.0635702 , 0.05461187, 0.03260227, 0.02598169]))"
rolha de cortica pratic c/2,,"(('__label__doces', '__label__cozinha,abridor', '__label__cozinha,""panela', '__label__cozinha,espremedor', '__label__cozinha,escorredor'), array([0.05847827, 0.02119692, 0.01062669, 0.00867789, 0.00777699]))"
trena pratic 19mmx5m,,"(('__label__cozinha,""pote', '__label__cozinha,porta', '__label__conveniências,fita', '__label__cozinha,saladeira', '__label__cozinha,cuscuzeira'), array([0.01776017, 0.01406711, 0.01030253, 0.0082558 , 0.00817322]))"
lixa p/pe lizon plast.estamp.440,,"(('__label__conveniências,cola', '__label__cabelo,pente', '__label__rosto,cílios', '__label__churrasco,carvão', '__label__rosto,gloss'), array([0.00379497, 0.00363782, 0.00251906, 0.00234182, 0.002313  ]))"
cotovelo pratic lr 1/2,,"(('__label__utensílios', '__label__cozinha,""pote', '__label__conveniências,fita', '__label__cozinha,porta', '__label__cozinha,escorredor'), array([0.16046058, 0.00742585, 0.0058152 , 0.00366692, 0.00258711]))"
