produto,Unnamed: 1,prediction
plafon pratic pvc,,"(('__label__conveniências,fita', '__label__conveniências,cola', '__label__cozinha,""pote', '__label__cozinha,frigideira', '__label__papelaria,tesoura'), array([0.03467081, 0.03011351, 0.02305845, 0.01633519, 0.01540694]))"
tee mangueira liso pratic 3/4,,"(('__label__utensílios', '__label__cozinha,""pote', '__label__papelaria,papel', '__label__cozinha,tigela', '__label__cozinha,copo'), array([0.65249676, 0.00593105, 0.00318317, 0.00317895, 0.00313784]))"
tee mangueira liso pratic 1/2,,"(('__label__utensílios', '__label__cozinha,""pote', '__label__cozinha,copo', '__label__papelaria,papel', '__label__cozinha,tigela'), array([0.74491882, 0.00498368, 0.00334331, 0.00319532, 0.00241633]))"
coleira para cao pratic n 3,,"(('__label__cães,coleira', '__label__cozinha,forma', '__label__cães,peitoral', '__label__cães,guia', '__label__cães,corrente'), array([0.13333257, 0.05272074, 0.03691773, 0.03596654, 0.032945  ]))"
torneira pratic alavanca pia 3/4,,"(('__label__utensílios', '__label__cozinha,""pote', '__label__conveniências,fita', '__label__papelaria,tesoura', '__label__cozinha,porta'), array([0.09258071, 0.00568012, 0.00300633, 0.00265956, 0.00244871]))"
corrente p/cao pratic n 3,,"(('__label__cães,coleira', '__label__cozinha,forma', '__label__cozinha,assadeira', '__label__cães,osso', '__label__cozinha,kit'), array([0.03497479, 0.02698414, 0.0205809 , 0.00906058, 0.00823521]))"
corrente p/cao pratic n 5,,"(('__label__cozinha,assadeira', '__label__cães,coleira', '__label__cozinha,caçarola', '__label__cozinha,frigideira', '__label__cozinha,forma'), array([0.01949895, 0.01629919, 0.01414854, 0.0131258 , 0.01116925]))"
esp af spier secret rose 750ml,,"(('__label__vinhos,vinho', '__label__vinhos,espumante', '__label__vinhos,vho', '__label__vinhos,vita', '__label__destilados,whisky'), array([0.56396133, 0.10859939, 0.01978943, 0.01972007, 0.01163788]))"
panettone balocco 750g class lt,,"(('__label__destilados,cachaça', '__label__destilados,licor', '__label__destilados,coquetel', '__label__destilados,vodka', '__label__destilados,aguardente'), array([0.00678796, 0.00599258, 0.00379893, 0.00359032, 0.00329036]))"
jg 6 tacas dynasty 220ml cristal p,,"(('__label__cozinha,kit', '__label__cozinha,taça', '__label__cozinha,copo', '__label__cozinha,conjunto', '__label__cozinha,jogo'), array([0.02942123, 0.02515278, 0.02009309, 0.0193969 , 0.0149969 ]))"
coador bebidas dynasty 14cm aco ino,,"(('__label__utensílios', '__label__papelaria,tesoura', '__label__cozinha,colher', '__label__cozinha,espatula', '__label__cozinha,faca'), array([0.00598605, 0.00319676, 0.00303951, 0.00238748, 0.00238165]))"
cj bomba vacuo dynasty plast,,"(('__label__utensílios', '__label__cozinha,pote', '__label__cozinha,copo', '__label__cozinha,kit', '__label__cozinha,garrafa'), array([0.02445319, 0.00926085, 0.00746188, 0.00719564, 0.00669166]))"
teste covid 19 ag ecodiagnosticos,,"(('__label__farmácia', '__label__conveniências,fita', '__label__utensílios', '__label__conveniências,cola', '__label__jardinagem,semente'), array([0.0119592 , 0.00264369, 0.00244059, 0.00227497, 0.00223295]))"
cabo usb universal para celular,,"(('__label__utensílios', '__label__cozinha,bomba', '__label__cabelo,pente', '__label__corpo,lixa', '__label__cozinha,torneira'), array([0.30429277, 0.03153779, 0.02416228, 0.02183833, 0.02036302]))"
seringa sr desc 5ml s/ag luer slip,,"(('__label__utensílios', '__label__farmácia', '__label__bebê,fralda', '__label__cozinha,kit', '__label__higiene,papel'), array([0.064612  , 0.03982496, 0.00657703, 0.00429421, 0.0040907 ]))"
amioron 100mg 30cp,,"(('__label__farmácia', '__label__suplementos', '__label__jardinagem,semente', '__label__churrasco,carvão', '__label__produtos'), array([0.02776698, 0.01342078, 0.0089621 , 0.00797383, 0.00754027]))"
bq piscina inflav 2490l 240x63cm pvc elp01002 rio de ouro,,"(('__label__utensílios', '__label__conveniências,vela', '__label__conveniências,velas', '__label__papelaria,papel', '__label__cozinha,taça'), array([0.06382407, 0.03288887, 0.00659295, 0.0065002 , 0.00586685]))"
bq pel almofada cores sortidas 1037,,"(('__label__papelaria,caneta', '__label__papelaria,pincel', '__label__conveniências,fita', '__label__papelaria,lapiseira', '__label__cozinha,caneca'), array([0.132295  , 0.02647653, 0.02506772, 0.02318747, 0.01998482]))"
bq urso james m buba,,"(('__label__bebê,fralda', '__label__higiene,fralda', '__label__cães,peitoral', '__label__cães,cama', '__label__farmácia'), array([0.01615224, 0.00943087, 0.0059177 , 0.00544689, 0.00525462]))"
aparelho jantar luana,,"(('__label__conveniências,vela', '__label__conveniências,velas', '__label__doces', '__label__cozinha,porta', '__label__cozinha,copo'), array([0.14617915, 0.0257682 , 0.0113216 , 0.01115124, 0.00574354]))"
areia san silica gatos western,,"(('__label__pet', '__label__cães,""premier', '__label__gatos,""ração', '__label__cães,comedouro', '__label__cães,""royal'), array([0.00981177, 0.00731122, 0.00726854, 0.00471419, 0.0043401 ]))"
travessa rasa inox 40cm,,"(('__label__cozinha,concha', '__label__cozinha,peneira', '__label__cozinha,escumadeira', '__label__cozinha,colher', '__label__cozinha,travessa'), array([0.05063189, 0.0456292 , 0.04068493, 0.03255659, 0.02785657]))"
toalha lavabo lisa,,"(('__label__utensílios', '__label__conveniências,fita', '__label__verduras,alface', '__label__papelaria,papel', '__label__jardinagem,vaso'), array([0.12347577, 0.08663192, 0.03596582, 0.02029621, 0.01374122]))"
toalha social lisa,,"(('__label__utensílios', '__label__conveniências,fita', '__label__biscoitos', '__label__verduras,alface', '__label__farmácia'), array([0.19799991, 0.10138315, 0.06974883, 0.05809011, 0.0215803 ]))"
corante liq brink bem laranja,,"(('__label__ingredientes', '__label__refrigerantes,refrigerante', '__label__utensílios', '__label__sucos,refresco', '__label__chocolates,chocolate'), array([0.38763997, 0.01774196, 0.01544385, 0.01209004, 0.01112655]))"
bola fisioterapica un,,"(('__label__verduras,alface', '__label__cães,osso', '__label__conveniências,fita', '__label__pet', '__label__queijos,queijo'), array([0.23121405, 0.04165998, 0.03555957, 0.02009256, 0.01746961]))"
lapis til.preto x-rac red,,"(('__label__cozinha,porta', '__label__cozinha,pote', '__label__destilados,cachaça', '__label__cabelo,kit', '__label__destilados,whisky'), array([0.04678344, 0.01981765, 0.01709944, 0.01609433, 0.01497634]))"
pa de lixo plastica em pe carla,,"(('__label__utensílios', '__label__casa', '__label__cozinha,garrafa', '__label__cozinha,tigela', '__label__cozinha,bandeja'), array([0.76097453, 0.01182555, 0.005916  , 0.00563617, 0.00425499]))"
pao de queijo 390g pizza so de minas,,"(('__label__pães,pão', '__label__cozinha,forma', '__label__pães', '__label__biscoitos', '__label__molhos'), array([0.22412246, 0.14437486, 0.11939664, 0.09761412, 0.04318741]))"
corante liq brink bem verde,,"(('__label__ingredientes', '__label__corpo,sabonete', '__label__conveniências,cola', '__label__verduras,alface', '__label__papelaria,caneta'), array([0.16122583, 0.04283628, 0.01208858, 0.01145815, 0.01110318]))"
bisnaga vermelha 200ml plasvale,,"(('__label__utensílios', '__label__cozinha,garrafa', '__label__cozinha,jarra', '__label__cozinha,""pote', '__label__cozinha,pote'), array([0.02479871, 0.02079559, 0.01911201, 0.01819764, 0.01712625]))"
mac ovos michele 500g rigatone,,"(('__label__massas', '__label__frutas,uva', '__label__cafés,cafe', '__label__grãos,canjica', '__label__pães,pão'), array([0.20437212, 0.0349436 , 0.01016966, 0.00993579, 0.00907786]))"
mac ovos michele 500g talharim,,"(('__label__massas', '__label__frutas,uva', '__label__cafés,café', '__label__cafés,cafe', '__label__pães,pão'), array([0.44990334, 0.03373775, 0.0093444 , 0.00931194, 0.00912408]))"
mac ovos michele 500g parafuso,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,café', '__label__cafés,cafe'), array([0.64865583, 0.02481709, 0.006993  , 0.0068422 , 0.00646451]))"
mac ovos michele 500g ave maria,,"(('__label__massas', '__label__frutas,uva', '__label__cafés,café', '__label__doces', '__label__cafés,cafe'), array([0.35733938, 0.03060217, 0.00880369, 0.00771368, 0.00712195]))"
mac ovos michele 500g argolinha,,"(('__label__massas', '__label__frutas,uva', '__label__pães,pão', '__label__cafés,cafe', '__label__grãos,canjica'), array([0.18278618, 0.03323266, 0.01021785, 0.01020453, 0.00981958]))"
cortador de unha blister 8cm afd25005,,"(('__label__corpo,cortador', '__label__corpo,lixa', '__label__rosto,paleta', '__label__rosto,pincel', '__label__mãos'), array([0.22471967, 0.14181103, 0.03655279, 0.03032271, 0.02515094]))"
tinta guache 250ml tintex marron,,"(('__label__papelaria,tinta', '__label__cozinha,caneca', '__label__cozinha,copo', '__label__utensílios', '__label__bebê,mamadeira'), array([0.2937583 , 0.05407332, 0.02537241, 0.0168788 , 0.01201974]))"
ralador star metal ref 487,,"(('__label__cozinha,caneca', '__label__papelaria,estojo', '__label__cozinha,prato', '__label__cozinha,porta', '__label__cozinha,tigela'), array([0.02301768, 0.02196769, 0.02159773, 0.01891782, 0.01861628]))"
pano flaneberg multiuso 47x79cm,,"(('__label__utensílios', '__label__cozinha,escorredor', '__label__papelaria,tesoura', '__label__cozinha,colher', '__label__cozinha,peneira'), array([0.07951602, 0.05963334, 0.04002013, 0.03676779, 0.02458786]))"
colher desc ref cropac branco c 50 un,,"(('__label__cozinha,prato', '__label__ovos,ovos', '__label__cozinha,kit', '__label__ovos,ovo', '__label__cozinha,faca'), array([0.07785664, 0.06261996, 0.0308986 , 0.02892505, 0.02828731]))"
colher bambu ref sab1 saz,,"(('__label__cozinha,kit', '__label__cozinha,colher', '__label__cozinha,conjunto', '__label__cozinha,faca', '__label__cozinha,caneca'), array([0.09529619, 0.05711646, 0.05642135, 0.03184788, 0.03059404]))"
coleira de couro filos nº 3,,"(('__label__cães,coleira', '__label__cães,guia', '__label__cozinha,forma', '__label__pet', '__label__cozinha,colher'), array([0.41102895, 0.03019631, 0.02104663, 0.01521731, 0.00697298]))"
salada agnus 4 cores higienizada 250gr,,"(('__label__papelaria,caneta', '__label__verduras,alface', '__label__papelaria,lapiseira', '__label__conveniências,cola', '__label__temperos'), array([0.0340342 , 0.01847307, 0.01409255, 0.01211205, 0.01184937]))"
flor chamiadora peq.,,"(('__label__verduras,couve', '__label__jardinagem,semente', '__label__conveniências,fita', '__label__destilados,cachaça', '__label__papelaria,papel'), array([0.04978862, 0.01417476, 0.01279451, 0.0115825 , 0.01092988]))"
mel phitomel 300g,,"(('__label__legumes,tomate', '__label__conservas,palmito', '__label__corpo,cera', '__label__biscoitos', '__label__vegetais'), array([0.1405354 , 0.13402395, 0.11348496, 0.04403288, 0.0379121 ]))"
aloe aristata colours p11,,"(('__label__cabelo,shampoo', '__label__cabelo,condicionador', '__label__corpo,hidratante', '__label__outros', '__label__cabelo,kit'), array([0.00337537, 0.00319776, 0.00235598, 0.00235567, 0.00234269]))"
bife a role cozido (frios) kg,,"(('__label__queijos,queijo', '__label__peixes,peixe', '__label__frutas,ameixa', '__label__aves,frango', '__label__frios,mortadela'), array([0.02748854, 0.02229284, 0.01727501, 0.01686722, 0.01372478]))"
bola brilhante 6 cm chibrali azul,,"(('__label__utensílios', '__label__cães,coleira', '__label__bebê,chupeta', '__label__conveniências,fita', '__label__papelaria,pincel'), array([0.2175613 , 0.04414176, 0.02604849, 0.02364187, 0.01739194]))"
bolinha 4 cm natal ss09306,,"(('__label__utensílios', '__label__cozinha,forma', '__label__conveniências,vela', '__label__cozinha,porta', '__label__papelaria,estojo'), array([0.04919152, 0.04108726, 0.0401668 , 0.0207157 , 0.02005557]))"
mac tortiglioni ita la campofilone 500g,,"(('__label__cafés,café', '__label__massas', '__label__frutas,uva', '__label__laticínios,manteiga', '__label__sal,sal'), array([0.04229685, 0.03299627, 0.02202434, 0.01964781, 0.01847546]))"
coentro amazon 40g,,"(('__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__temperos', '__label__conveniências,cola'), array([0.26261485, 0.06815016, 0.05880997, 0.05733701, 0.03527313]))"
amazon vinagrete 30g,,"(('__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__sal,sal', '__label__conveniências,cola'), array([0.10807106, 0.02679733, 0.02151278, 0.0119849 , 0.0111464 ]))"
amazon peixe gourmet 60g,,"(('__label__chás,erva', '__label__chás,chá', '__label__chás,cha', '__label__sal,sal', '__label__gatos,ração'), array([0.08569732, 0.05053447, 0.03661992, 0.03105152, 0.02731353]))"
mix de pimenta do reino 60g,,"(('__label__temperos', '__label__conservas,pimenta', '__label__chás,chá', '__label__chás,cha', '__label__sal,sal'), array([0.42334348, 0.09667861, 0.08898772, 0.05488092, 0.0532941 ]))"
pimenta preta,,"(('__label__conservas,azeitona', '__label__conveniências,cola', '__label__cozinha,faca', '__label__cozinha,moedor', '__label__cozinha,bomba'), array([0.38517994, 0.07059015, 0.02323039, 0.01797824, 0.01424234]))"
amazon chimichurri 45g,,"(('__label__sal,sal', '__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__cafés,café'), array([0.31069481, 0.1575585 , 0.05207668, 0.03234137, 0.02063089]))"
pimenta preta em graos,,"(('__label__conservas,azeitona', '__label__conveniências,cola', '__label__conservas,pimenta', '__label__frutas', '__label__grãos,quinoa'), array([0.18569876, 0.09160392, 0.06101354, 0.0512449 , 0.02129412]))"
amazon gengibre em po 30g,,"(('__label__sucos,refresco', '__label__casa', '__label__chás,chá', '__label__leites', '__label__conservas,pimenta'), array([0.16350511, 0.14921211, 0.09262951, 0.06106108, 0.04824512]))"
amazon gengibre em po 30g,,"(('__label__sucos,refresco', '__label__casa', '__label__chás,chá', '__label__leites', '__label__conservas,pimenta'), array([0.16350511, 0.14921211, 0.09262951, 0.06106108, 0.04824512]))"
amazon louro moido 55g,,"(('__label__temperos', '__label__cafés,café', '__label__cabelo,tintura', '__label__cabelo,shampoo', '__label__cabelo,coloração'), array([0.20733532, 0.15667042, 0.12791021, 0.05949773, 0.05586808]))"
amazo tem frango 76,,"(('__label__cães,bifinho', '__label__cães,osso', '__label__cães,""premier', '__label__cães,special', '__label__aves,peito'), array([0.03946441, 0.02401756, 0.0186701 , 0.01521024, 0.01351001]))"
amazon toque de alecrim 58g,,"(('__label__corpo,sabonete', '__label__chás,chá', '__label__destilados,licor', '__label__ingredientes', '__label__jardinagem,semente'), array([0.06138305, 0.0164001 , 0.01290327, 0.0112232 , 0.00942147]))"
amazon gengibre em po 30g,,"(('__label__sucos,refresco', '__label__casa', '__label__chás,chá', '__label__leites', '__label__conservas,pimenta'), array([0.16350511, 0.14921211, 0.09262951, 0.06106108, 0.04824512]))"
amazon temp camarao 64g,,"(('__label__sal,sal', '__label__produtos', '__label__cafés,café', '__label__legumes,tomate', '__label__conveniências,cola'), array([0.00542741, 0.00388368, 0.00357299, 0.00312549, 0.00292646]))"
tempero para salma?o 115g,,"(('__label__ingredientes', '__label__conveniências,cola', '__label__outros', '__label__corpo,creme', '__label__produtos'), array([0.15605466, 0.09094214, 0.04875349, 0.03866106, 0.03799378]))"
temp. tila�pia amazon 100g,,"(('__label__grãos,pipoca', '__label__conveniências,cola', '__label__frutas,damasco', '__label__sucos,polpa', '__label__frutas,frutas'), array([0.05152547, 0.0467744 , 0.04471845, 0.03893064, 0.03761989]))"
especiarias para peixe amazon 110g,,"(('__label__gatos,ração', '__label__corpo,creme', '__label__cabelo,creme', '__label__alimento', '__label__cães,ração'), array([0.07270752, 0.05182242, 0.04236979, 0.03889428, 0.03478178]))"
temp. p/ tainha amazon 130g,,"(('__label__corpo,gel', '__label__corpo,creme', '__label__cabelo,pomada', '__label__produtos', '__label__cabelo,máscara'), array([0.03409796, 0.02916231, 0.02823288, 0.01868696, 0.01703016]))"
caldo de camara?o amazon 80g,,"(('__label__chás,chá', '__label__conservas,pimenta', '__label__corpo,sabonete', '__label__temperos', '__label__grãos,semente'), array([0.07491425, 0.05330328, 0.03668311, 0.03319463, 0.02291949]))"
peixe gourmet 80g,,"(('__label__chás,erva', '__label__grãos,semente', '__label__peixes,file', '__label__jardinagem,semente', '__label__produtos'), array([0.03705539, 0.03521146, 0.03106573, 0.03020739, 0.03013092]))"
temp zattar amazon especiarias 36g,,"(('__label__temperos', '__label__chás,chá', '__label__chás,cha', '__label__conservas,pimenta', '__label__sal,sal'), array([0.09885188, 0.07074423, 0.03266713, 0.01465771, 0.01019487]))"
carne de panela,,"(('__label__aves,filé', '__label__cozinha,tábua', '__label__cozinha,espremedor', '__label__aves,peito', '__label__cozinha,batedor'), array([0.04571559, 0.03849183, 0.03526842, 0.03220504, 0.02519445]))"
gourmet sal himalaia grosso,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cafés,café', '__label__torradas,torrada', '__label__frutos'), array([9.98529494e-01, 4.51859232e-04, 3.72452690e-04, 5.19557580e-05,
       4.38157695e-05]))"
sal parrilla lemon pepper,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__temperos', '__label__conservas,pimenta', '__label__cozinha,moedor'), array([9.52503145e-01, 1.23722684e-02, 6.51573669e-03, 2.75235204e-03,
       9.40560421e-04]))"
sal parrilla paprica defumada,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__temperos', '__label__cabelo,shampoo', '__label__cabelo,condicionador'), array([0.92547017, 0.01933535, 0.00516303, 0.00250621, 0.00186118]))"
sal parrilla churrasco,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cozinha,moedor', '__label__cabelo,pente', '__label__torradas,torrada'), array([9.99700427e-01, 1.51677843e-04, 3.27514317e-05, 2.01516687e-05,
       1.58209823e-05]))"
sal parrilla p/hamburguer,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__destilados,cachaça', '__label__cabelo,shampoo', '__label__cervejas,cerveja'), array([9.76965725e-01, 1.88424271e-02, 6.62368955e-04, 5.31348982e-04,
       3.71327362e-04]))"
gourmet sal parrilla pimenta do reino,,"(('__label__sal,sal', '__label__frutos', '__label__temperos', '__label__laticínios,manteiga', '__label__cafés,café'), array([0.94946861, 0.02730034, 0.00731091, 0.00487792, 0.00206952]))"
sal parrilla tradicional,,"(('__label__sal,sal', '__label__laticínios,manteiga', '__label__cafés,café', '__label__torradas,torrada', '__label__destilados,cachaça'), array([9.90811527e-01, 5.69659192e-03, 8.00482580e-04, 2.73118814e-04,
       2.26848380e-04]))"
tempero de paella 100g,,"(('__label__chás,chá', '__label__sucos,polpa', '__label__grãos,semente', '__label__temperos', '__label__conservas,pimenta'), array([0.24501441, 0.09915794, 0.08795725, 0.07210253, 0.07181694]))"
dry rub,,"(('__label__conservas,pimenta', '__label__chás,chá', '__label__vinhos,vinho', '__label__chás,cha', '__label__temperos'), array([0.03942297, 0.0190452 , 0.01852228, 0.01685614, 0.01643901]))"
farinha int fina 10kg allbread,,"(('__label__arroz,arroz', '__label__churrasco,carvão', '__label__confeitaria,mistura', '__label__queijos,queijo', '__label__cães,osso'), array([0.01614384, 0.01578274, 0.00932639, 0.00839645, 0.00745192]))"
cadeado gold 30mm c/1 utilidade,,"(('__label__utensílios', '__label__cabelo,kit', '__label__cozinha,porta', '__label__cozinha,taça', '__label__cozinha,copo'), array([0.00552474, 0.00461528, 0.00269762, 0.00262764, 0.00259684]))"
bola macica col. 45mm 241 com 01 p/cachorro,,"(('__label__pet', '__label__biscoitos', '__label__utensílios', '__label__cães,peitoral', '__label__cães,guia'), array([0.04287462, 0.01034743, 0.00881296, 0.00718773, 0.00701574]))"
deposito p/oleo c/filtro er n2 carola,,"(('__label__cozinha,frigideira', '__label__cozinha,cacarola', '__label__cozinha,caçarola', '__label__bebê,chupeta', '__label__cozinha,canecão'), array([0.00780983, 0.00720807, 0.00681763, 0.00566165, 0.00545567]))"
toalha magica 63 x 41 cm flash limp,,"(('__label__utensílios', '__label__conveniências,fita', '__label__farmácia', '__label__cozinha,prato', '__label__jardinagem,vaso'), array([0.83064866, 0.00348018, 0.00180853, 0.00155304, 0.0013356 ]))"
oregano 500gs,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__jardinagem,semente', '__label__papelaria,cola'), array([0.04436453, 0.02464929, 0.02397594, 0.02271161, 0.01366083]))"
azeitona donana verde fatiada 2kg,,"(('__label__conservas,azeitona', '__label__legumes,milho', '__label__frutas,ameixa', '__label__verduras,repolho', '__label__legumes,pimentão'), array([0.93232411, 0.00991137, 0.00474282, 0.00283443, 0.00243319]))"
carvao 10kg assis,,"(('__label__churrasco,carvão', '__label__conveniências,cola', '__label__produtos', '__label__cães,osso', '__label__outros'), array([0.00913912, 0.00395751, 0.00352855, 0.00350146, 0.00333591]))"
mist pao batata donana 10kg,,"(('__label__confeitaria,mistura', '__label__cozinha,forma', '__label__pães,pão', '__label__pães,pao', '__label__churrasco,carvão'), array([0.03046206, 0.01600933, 0.01356595, 0.01087926, 0.00732956]))"
corante amarelo po fix kg,,"(('__label__ingredientes', '__label__cabelo,gel', '__label__arroz,arroz', '__label__cães,ração', '__label__feijão,feijão'), array([0.62446767, 0.06214529, 0.01391652, 0.01276573, 0.00977659]))"
conj.organiz.transp.red.pmg(350/750/1500)1448,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__conveniências,fita', '__label__jardinagem,semente'), array([0.14192921, 0.07437909, 0.05834363, 0.04839113, 0.03724193]))"
colher de silicone 96916,,"(('__label__cozinha,colher', '__label__cozinha,espatula', '__label__cozinha,forma', '__label__cozinha,pegador', '__label__cozinha,espátula'), array([0.23360893, 0.0860033 , 0.07571133, 0.07502186, 0.03985332]))"
espatula de silicone 96918,,"(('__label__cozinha,colher', '__label__cozinha,espatula', '__label__cozinha,pegador', '__label__cozinha,forma', '__label__bebê,bico'), array([0.17740457, 0.08613685, 0.07574982, 0.06452384, 0.05840212]))"
forma de gelo hu75579,,"(('__label__cozinha,forma', '__label__pães,pão', '__label__utensílios', '__label__confeitaria,mistura', '__label__pães,pao'), array([0.7813223 , 0.13057888, 0.01689783, 0.01547349, 0.00938579]))"
churrasqueira redonda craqueada 01 carola,,"(('__label__cozinha,assadeira', '__label__cozinha,frigideira', '__label__cozinha,forma', '__label__cozinha,cacarola', '__label__cozinha,caçarola'), array([0.12515169, 0.02804765, 0.02655699, 0.02255939, 0.01929448]))"
copo 600ml mega drink c/tam/canu labrador ecoplass,,"(('__label__cozinha,copo', '__label__cozinha,taça', '__label__cozinha,porta', '__label__cozinha,pote', '__label__cozinha,conjunto'), array([0.23202093, 0.04366039, 0.04104818, 0.04055347, 0.03286564]))"
refr em po 240g santa amalia abacaxi c/hortela,,"(('__label__sucos,refresco', '__label__ingredientes', '__label__leites', '__label__sucos,suco', '__label__chocolates,chocolate'), array([0.0806992 , 0.0798218 , 0.06505365, 0.05583682, 0.04075126]))"
ovo vm gd c20 conf 2,,"(('__label__cozinha,forma', '__label__cozinha,porta', '__label__cozinha,assadeira', '__label__cozinha,pote', '__label__utensílios'), array([0.036592  , 0.01674271, 0.01079066, 0.01016977, 0.00943727]))"
camisola 523w i21 re,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__cozinha,porta', '__label__produtos', '__label__jardinagem,semente'), array([0.01808639, 0.01594796, 0.01532774, 0.01340171, 0.01331482]))"
curat marrom 40 alev,,"(('__label__conveniências,cola', '__label__conveniências,fita', '__label__farmácia', '__label__cozinha,colher', '__label__papelaria,pincel'), array([0.03422989, 0.02869084, 0.01523298, 0.0148889 , 0.00889679]))"
keflex 1g 8s bago,,"(('__label__suplementos', '__label__jardinagem,semente', '__label__farmácia', '__label__produtos', '__label__conveniências,cola'), array([0.05316218, 0.03704656, 0.0357513 , 0.03248399, 0.03022377]))"
refrat prat csa vd c/tp 640ml 1un,,"(('__label__cozinha,pote', '__label__cozinha,porta', '__label__cozinha,prato', '__label__cozinha,assadeira', '__label__cozinha,copo'), array([0.01885917, 0.01866756, 0.01346826, 0.00995546, 0.00925585]))"
cesto prat csa roupa tranca c/tp un,,"(('__label__utensílios', '__label__cozinha,pote', '__label__cozinha,porta', '__label__cozinha,prato', '__label__cozinha,forma'), array([0.65075445, 0.00733847, 0.00693397, 0.00515163, 0.00479619]))"
fruteira prat csa redonda verde 22cm un,,"(('__label__cozinha,prato', '__label__cozinha,forma', '__label__cozinha,frigideira', '__label__bebê,chupeta', '__label__jardinagem,vaso'), array([0.06786115, 0.05087543, 0.03763463, 0.03092471, 0.02743947]))"
copo americano nadir figueiredo,,"(('__label__cozinha,conjunto', '__label__cozinha,jogo', '__label__cozinha,kit', '__label__cozinha,copo', '__label__cozinha,porta'), array([0.38395652, 0.18821676, 0.13980977, 0.1115455 , 0.03227582]))"
pano de chao alvejado esp. a 42x60cm estopas americana,,"(('__label__utensílios', '__label__papelaria,pasta', '__label__papelaria,mochila', '__label__papelaria,estojo', '__label__papelaria,bloco'), array([0.01389033, 0.0087886 , 0.00760714, 0.00611137, 0.00578902]))"
pano de chao esponja 65x98cm estopas americana,,"(('__label__utensílios', '__label__rosto,paleta', '__label__conveniências,fita', '__label__papelaria,bloco', '__label__papelaria,estojo'), array([0.03879827, 0.00722348, 0.00676075, 0.00643433, 0.00566798]))"
saco lixo pratic lixo 100lt c/05 unid.,,"(('__label__utensílios', '__label__cozinha,forma', '__label__cozinha,""pote', '__label__conveniências,fita', '__label__cozinha,assadeira'), array([9.99425292e-01, 4.39344767e-05, 3.43128013e-05, 3.14209028e-05,
       2.54925180e-05]))"
saco lixo pratic lixo 30lt c/10 unid.,,"(('__label__utensílios', '__label__cozinha,forma', '__label__embalagens', '__label__cozinha,""pote', '__label__cozinha,prato'), array([9.99897838e-01, 2.58997952e-05, 2.29157686e-05, 1.56256174e-05,
       1.54031823e-05]))"
chapeu videira 93,,"(('__label__conveniências,cola', '__label__churrasco,carvão', '__label__produtos', '__label__jardinagem,semente', '__label__papelaria,cola'), array([0.00386367, 0.00318425, 0.00316986, 0.00288605, 0.0024973 ]))"
suco fruits 2l acerola,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,polpa', '__label__sucos,xarope', '__label__sucos,refresco'), array([0.42707634, 0.10415445, 0.05879542, 0.03921901, 0.03579564]))"
suco fruits 2l abacaxi c/horte,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,polpa', '__label__sucos,refresco', '__label__sucos,xarope'), array([0.53373742, 0.24043712, 0.03929228, 0.03235364, 0.02465692]))"
suco fruits 2l uva,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,refresco', '__label__sucos,xarope', '__label__sucos,polpa'), array([0.52015734, 0.26921421, 0.03497511, 0.02332574, 0.01358495]))"
suco fruits 2l goiaba,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,polpa', '__label__sucos,xarope', '__label__sucos,refresco'), array([0.62838721, 0.09126259, 0.03422695, 0.03102955, 0.02645116]))"
suco fruits 2l caju,,"(('__label__sucos,suco', '__label__sucos,polpa', '__label__refrigerantes,refrigerante', '__label__sucos,xarope', '__label__chocolates,chocolate'), array([0.46469048, 0.08335489, 0.08164251, 0.0351334 , 0.02930636]))"
suco fruits 2l manga,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,xarope', '__label__sucos,refresco', '__label__sucos,polpa'), array([0.67401832, 0.1049609 , 0.02581389, 0.02565947, 0.02446133]))"
suco fruits 2l laranja,,"(('__label__refrigerantes,refrigerante', '__label__sucos,suco', '__label__sucos,refresco', '__label__roupas,amaciante', '__label__sucos,xarope'), array([0.39765677, 0.37984252, 0.03058282, 0.02898153, 0.02286414]))"
suco fruits 2l tamarindo,,"(('__label__sucos,suco', '__label__refrigerantes,refrigerante', '__label__sucos,polpa', '__label__sucos,xarope', '__label__roupas,amaciante'), array([0.22442636, 0.09949914, 0.05452405, 0.04262277, 0.03299895]))"
